Symbol number
117343 400000
117394 397386
117447 392159
117499 397822
117551 397386
117603 400000
117655 397386
117707 400000
117760 400000
117812 397822
117865 397386
117916 400000
117969 394772
118018 392159
118073 400000
118125 395644
118177 397386
118230 400000
118282 400000
118334 394772
118386 400000
118439 393466
118491 400000
118543 389545
118595 400000
118647 397386
118700 397386
118752 400000
118805 400000
118856 397386
118908 400000
118961 397386
119013 394772
119018 400000
119065 390199
119117 400000
119170 400000
119240 392532
119273 400000
119326 400000
119378 397822
119430 400000
119482 396733
119535 395644
119587 389545
119640 394772
119692 389545
119743 392159
119795 394772
119848 400000
119900 400000
119953 400000
120008 394772
120018 400000
120056 393466
120108 389545
120161 394772
120213 391288
120265 394772
120317 394772
120369 400000
120422 397386
120474 400000
120527 395644
120579 394772
120631 400000
120683 394772
120743 395644
120788 386932
120842 394772
120894 400000
120947 394772
120999 400000
121018 400000
121051 396733
121103 394772
121155 400000
121207 397386
121260 397386
121312 392159
121364 384318
121416 400000
121468 394772
121521 397386
121572 397386
121625 394772
121677 397386
121734 395644
121786 392159
121838 397386
121891 389545
121943 394772
121995 394772
122019 391288
122047 400000
122100 397386
122152 394772
122204 397386
122256 400000
122309 395644
122361 389545
122413 394772
122465 392159
122517 400000
122569 394772
122621 397822
122673 394772
122726 400000
122778 400000
122830 397386
122883 397386
122935 391288
122987 397386
123019 391288
123039 386932
123091 397386
123143 400000
123195 400000
123247 400000
123300 400000
123351 400000
123404 400000
123456 394772
123508 394772
123560 395644
123612 397386
123665 392159
123718 389545
123770 400000
123822 400000
123874 400000
123927 400000
123978 400000
124019 386932
124031 386932
124083 400000
124135 394772
124187 395644
124239 397386
124292 397386
124344 386932
124396 400000
124448 397386
124501 397822
124552 400000
124605 389545
124657 394772
124709 394772
124762 389545
124814 395644
124866 397386
124919 392159
124972 392159
125019 400000
125075 397386
125128 393466
125180 392159
125232 394772
125284 397386
125337 392159
125388 394772
125441 393466
125493 400000
125545 397386
125597 400000
125650 397386
125702 397822
125754 400000
125806 397386
125858 397386
125911 392159
125963 397386
126015 394772
126019 400000
126068 397386
126120 400000
126172 400000
126224 392159
126276 397386
126329 400000
126382 393466
126434 394772
126486 397386
126538 397386
126590 394772
126642 400000
126695 397822
126748 400000
126799 392159
126851 400000
126904 397386
126957 395644
127008 400000
127019 400000
127061 400000
127113 400000
127165 397386
127217 400000
127269 400000
127322 395644
127375 389545
127426 394772
127478 397386
127530 400000
127582 400000
127635 400000
127687 394772
127741 397386
127792 400000
127844 397386
127897 395644
127948 392159
128000 397386
128019 400000
128053 395644
128104 397386
128157 400000
128209 397822
128261 397386
128314 397386
128368 397386
128418 400000
128471 397822
128522 397386
128574 400000
128626 400000
128679 400000
128732 394772
128785 393466
128838 396733
128889 400000
128941 400000
128994 400000
129019 400000
129046 395644
129098 400000
129151 400000
129202 400000
129255 400000
129311 394772
129363 392159
129416 397822
129468 397386
129520 400000
129572 397386
129624 400000
129677 400000
129729 400000
129782 397386
129834 397386
129886 397386
129938 400000
129990 397822
130019 400000
130043 395644
130094 400000
130147 397386
130199 397386
130251 397386
130306 397822
130356 397386
130408 394772
130460 397386
130512 397386
130564 400000
130616 400000
130669 397386
130721 400000
130774 397386
130826 400000
130878 394772
130931 392159
130983 400000
131019 396733
131035 400000
131087 400000
131142 400000
131192 397386
131244 400000
131297 400000
131349 400000
131401 395644
131453 394772
131508 400000
131558 400000
131610 400000
131662 400000
131715 400000
131768 397386
131821 397386
131873 400000
131925 400000
131977 400000
132019 396733
132029 400000
132082 400000
132134 400000
132186 400000
132243 400000
132291 397386
132344 397386
132396 400000
132450 400000
132501 400000
132553 397386
132605 400000
132657 400000
132709 400000
132762 400000
132814 394772
132866 392159
132918 397386
132970 400000
133019 400000
133074 391288
133126 400000
133179 400000
133231 400000
133283 400000
133335 400000
133388 393466
133443 397386
133492 400000
133544 400000
133596 394772
133648 397386
133701 397822
133753 400000
133810 400000
133858 400000
133909 392159
133961 400000
134014 397822
134067 397386
134119 394772
134171 397386
134222 400000
134274 397386
134327 395644
134379 400000
134432 394772
134484 397386
134536 397386
134588 397822
134642 397386
134694 392159
134747 400000
134800 397386
134851 394772
134903 400000
134955 395644
135007 400000
135020 400000
135059 396733
135112 400000
135164 397386
135216 392159
135268 397822
135321 400000
135372 400000
135424 400000
135477 394772
135529 400000
135581 397822
135634 400000
135686 400000
135743 395644
135790 394772
135842 400000
135894 400000
135947 400000
136003 393466
136020 400000
136055 400000
136107 392159
136160 400000
136211 400000
136264 394772
136316 397386
136369 397822
136421 400000
136473 400000
136525 390199
136578 397822
136631 400000
136683 397386
136735 397386
136787 392159
136843 395644
136892 397386
136944 400000
136996 397386
137020 393466
137048 400000
137101 394772
137153 397386
137205 395644
137257 400000
137309 400000
137361 394772
137413 389545
137466 392159
137518 395644
137570 394772
137623 400000
137674 400000
137727 397386
137779 389545
137831 395644
137883 400000
137935 394772
137988 397386
138020 391288
138040 393466
138092 400000
138144 395644
138197 400000
138250 397386
138301 394772
138353 394772
138410 393466
138458 400000
138512 397386
138563 394772
138616 394772
138668 394772
138720 400000
138772 400000
138824 397386
138877 394772
138929 394772
138981 400000
139020 396733
139033 400000
139086 397822
139138 394772
139190 400000
139243 400000
139294 400000
139347 395644
139398 392159
139451 397386
139503 400000
139555 400000
139607 394772
139660 395644
139712 400000
139764 400000
139816 397386
139869 400000
139921 392159
139973 389545
140020 400000
140078 400000
140130 400000
140182 397386
140234 394772
140289 400000
140338 400000
140391 395644
140443 394772
140496 400000
140548 400000
140600 397386
140652 400000
140704 397822
140757 394772
140809 400000
140861 397386
140913 394772
140967 395644
141018 397386
141071 400000
141122 397386
141175 397386
141227 392159
141279 392159
141331 400000
141383 400000
141435 400000
141487 392159
141540 397386
141592 400000
141644 397822
141696 400000
141751 397386
141801 392159
141853 394772
141907 400000
141958 400000
142010 393466
142020 400000
142062 400000
142115 400000
142167 397386
142219 397386
142275 400000
142323 400000
142375 394772
142428 400000
142480 400000
142533 394772
142584 397386
142637 400000
142690 400000
142741 400000
142794 397386
142846 400000
142901 397822
142954 400000
143007 400000
143020 400000
143058 400000
143110 393466
143163 392159
143214 394772
143267 400000
143319 400000
143370 400000
143422 400000
143475 400000
143527 400000
143579 400000
143631 397386
143684 394772
143736 395644
143789 400000
143841 397386
143894 400000
143946 400000
143998 400000
144020 400000
144050 400000
144103 400000
144154 400000
144208 392159
144259 397386
144311 397386
144364 397822
144416 400000
144469 400000
144521 400000
144573 400000
144625 400000
144677 400000
144729 397386
144782 400000
144834 400000
144886 400000
144940 397822
144991 397386
145020 400000
145043 400000
145095 400000
145148 400000
145199 400000
145252 400000
145309 400000
145356 400000
145408 400000
145461 400000
145513 400000
145565 397386
145618 400000
145675 400000
145722 397386
145774 400000
145828 400000
145880 400000
145932 400000
145984 400000
146020 400000
146037 400000
146089 400000
146142 400000
146193 400000
146245 400000
146297 400000
146350 400000
146402 400000
146454 400000
146506 400000
146559 400000
146611 400000
146663 400000
146716 400000
146768 400000
146820 400000
146872 400000
146925 400000
146977 400000
147021 400000
147029 400000
147082 400000
147134 400000
147186 400000
147243 400000
147291 400000
147343 400000
147395 400000
147448 400000
147499 400000
147552 400000
147609 400000
147657 400000
147708 400000
147762 400000
147813 400000
147866 400000
147917 400000
147969 400000
148021 400000
148074 400000
148126 400000
148178 400000
148231 400000
148282 400000
148335 400000
148387 400000
148443 400000
148496 400000
148548 400000
148600 400000
148653 400000
148704 400000
148757 400000
148809 400000
148861 400000
148913 400000
148965 400000
149018 400000
149073 400000
149123 400000
149175 400000
149227 400000
149279 400000
149331 400000
149384 400000
149436 400000
149488 400000
149543 400000
149592 400000
149645 400000
149700 400000
149749 400000
149801 400000
149853 400000
149905 400000
149957 400000
150009 400000
150021 400000
150062 400000
150114 400000
150166 400000
150218 400000
150270 400000
150322 400000
150374 400000
150426 400000
150478 400000
150530 400000
150582 400000
150635 400000
150687 400000
150739 400000
150791 400000
150843 400000
150895 400000
150947 400000
150999 400000
151021 400000
151051 400000
151103 400000
151155 400000
151207 400000
151259 400000
151311 400000
151364 400000
151416 400000
151468 400000
151520 400000
151572 400000
151624 400000
151676 400000
151728 400000
151780 400000
151832 400000
151884 400000
151936 400000
151988 400000
152021 400000
152040 400000
152093 400000
152144 400000
152197 400000
152249 400000
152301 400000
152353 400000
152405 400000
152457 400000
152509 397386
152561 400000
152613 400000
152665 400000
152717 400000
152769 400000
152821 400000
152873 400000
152925 400000
152978 400000
153021 400000
153030 400000
153082 400000
153134 400000
153186 400000
153238 400000
153290 400000
153342 400000
153394 400000
153446 400000
153498 400000
153550 400000
153602 400000
153654 400000
153707 400000
153761 400000
153813 400000
153865 400000
153917 400000
153969 400000
154021 400000
154022 400000
154074 400000
154126 400000
154178 400000
154230 400000
154282 400000
154335 400000
154386 400000
154438 400000
154490 400000
154543 400000
154595 400000
154647 400000
154699 400000
154751 400000
154803 400000
154855 400000
154907 400000
154959 400000
155011 400000
155021 400000
155063 400000
155115 400000
155167 400000
155219 400000
155271 400000
155323 400000
155377 400000
155429 400000
155481 400000
155533 400000
155586 400000
155638 400000
155689 400000
155742 400000
155794 400000
155846 400000
155898 400000
155950 400000
156002 400000
156021 400000
156054 400000
156106 400000
156158 400000
156210 400000
156263 400000
156315 400000
156367 400000
156419 400000
156471 400000
156523 400000
156575 400000
156627 400000
156679 400000
156731 400000
156784 400000
156835 400000
156888 400000
156940 400000
156993 400000
157021 395644
157044 400000
157096 400000
157149 400000
157201 400000
157253 400000
157305 400000
157357 400000
157409 400000
157461 400000
157513 400000
157565 400000
157617 400000
157669 400000
157722 400000
157774 400000
157826 400000
157878 400000
157930 400000
157982 400000
158021 400000
158034 400000
158086 400000
158139 400000
158190 400000
158242 400000
158294 400000
158347 400000
158399 400000
158451 400000
158503 400000
158555 400000
158607 400000
158659 400000
158711 400000
158766 400000
158816 400000
158868 400000
158920 400000
158972 400000
159021 400000
159024 400000
159076 400000
159128 400000
159180 400000
159232 400000
159284 400000
159336 400000
159389 400000
159441 400000
159493 400000
159545 400000
159597 400000
159651 400000
159703 400000
159755 400000
159807 400000
159859 400000
159912 400000
159963 400000
160016 400000
160021 400000
160068 400000
160120 400000
160172 400000
160224 400000
160276 400000
160328 400000
160380 400000
160432 400000
160484 400000
160536 400000
160589 400000
160641 400000
160693 400000
160745 400000
160797 400000
160849 400000
160901 397822
160953 400000
161006 400000
161021 400000
161057 400000
161109 400000
161162 400000
161214 400000
161266 400000
161318 400000
161373 400000
161425 400000
161477 400000
161530 400000
161582 400000
161634 400000
161686 400000
161738 400000
161790 400000
161842 400000
161895 400000
161947 400000
162009 400000
162021 400000
162061 400000
162113 400000
162165 400000
162217 400000
162269 400000
162321 400000
162373 400000
162428 400000
162477 400000
162529 400000
162581 400000
162633 400000
162686 400000
162738 400000
162790 400000
162842 400000
162894 400000
162946 400000
162998 400000
163022 400000
163050 400000
163102 400000
163154 400000
163206 400000
163258 400000
163310 400000
163363 400000
163415 400000
163467 400000
163519 400000
163571 400000
163623 400000
163675 400000
163727 400000
163779 400000
163832 400000
163884 400000
163936 400000
163988 400000
164022 400000
164040 400000
164092 400000
164144 400000
164196 400000
164249 400000
164300 400000
164353 400000
164405 393466
164457 394772
164509 397386
164561 400000
164613 400000
164665 400000
164717 400000
164770 400000
164822 400000
164874 400000
164938 400000
164992 400000
165022 400000
165041 400000
165093 400000
165145 400000
165198 400000
165250 400000
165302 400000
165354 400000
165406 400000
165458 400000
165510 400000
165563 400000
165615 400000
165667 400000
165719 400000
165771 400000
165823 400000
165875 400000
165927 400000
165979 400000
166022 400000
166031 400000
166084 400000
166136 400000
166188 400000
166240 400000
166292 400000
166344 400000
166396 400000
166450 400000
166500 400000
166552 400000
166604 400000
166656 400000
166708 400000
166760 400000
166812 400000
166864 400000
166917 400000
166969 400000
167021 400000
167073 400000
167125 400000
167177 400000
167229 400000
167281 400000
167333 400000
167385 400000
167438 400000
167490 400000
167542 400000
167594 400000
167646 400000
167698 400000
167750 400000
167803 400000
167854 400000
167907 400000
167959 400000
168012 400000
168022 400000
168063 400000
168116 400000
168168 400000
168220 400000
168272 400000
168324 400000
168377 400000
168429 400000
168482 400000
168533 400000
168586 400000
168639 400000
168690 400000
168742 400000
168794 400000
168847 400000
168899 397386
168951 400000
169006 400000
169022 400000
169056 400000
169108 400000
169160 400000
169212 400000
169264 400000
169316 400000
169369 400000
169421 397386
169473 400000
169525 400000
169577 400000
169631 397386
169683 400000
169737 397386
169787 400000
169840 400000
169892 400000
169944 392159
169996 397386
170023 400000
170049 400000
170100 400000
170153 394772
170206 400000
170257 400000
170310 400000
170362 397386
170414 400000
170466 400000
170519 397822
170572 397386
170623 400000
170676 400000
170728 397386
170780 400000
170832 400000
170884 400000
170936 400000
170989 400000
171023 396733
171041 400000
171093 397822
171145 400000
171197 400000
171249 394772
171301 400000
171354 400000
171406 400000
171458 400000
171510 400000
171562 397386
171614 394772
171672 400000
171719 400000
171772 400000
171823 400000
171875 400000
171928 400000
171979 400000
172023 400000
172032 400000
172084 400000
172136 400000
172188 397386
172240 400000
172292 400000
172344 400000
172396 400000
172449 400000
172505 397386
172553 400000
172605 400000
172657 397386
172709 394772
172761 397386
172814 400000
172865 400000
172918 400000
172972 400000
173022 400000
173074 397386
173126 397386
173179 400000
173231 393466
173284 397386
173335 400000
173388 400000
173440 400000
173492 400000
173544 400000
173597 400000
173648 400000
173701 400000
173753 397386
173806 386932
173858 400000
173910 400000
173962 400000
174014 400000
174023 400000
174066 400000
174119 400000
174171 400000
174223 400000
174276 397386
174328 394772
174380 384318
174433 391288
174484 400000
174540 400000
174592 400000
174644 400000
174696 400000
174748 400000
174806 400000
174855 389545
174906 389545
174959 397386
175011 397386
175023 400000
175064 400000
175116 397822
175168 397386
175220 397386
175272 397386
175325 400000
175377 400000
175429 391288
175481 389545
175533 394772
175586 392159
175637 397386
175690 394772
175742 394772
175795 397386
175847 386932
175903 393466
175952 392159
176003 389545
176024 393466
176056 386932
176108 389545
176160 394772
176212 397822
176264 394772
176317 400000
176369 397386
176421 392159
176473 400000
176526 395644
176578 394772
176630 386932
176682 389545
176736 395644
176789 389545
176841 400000
176893 400000
176945 400000
176998 394772
177024 395644
177050 400000
177105 400000
177154 397386
177206 397386
177258 397386
177310 394772
177363 400000
177416 400000
177467 400000
177519 394772
177571 400000
177624 400000
177676 400000
177728 400000
177784 394772
177832 394772
177885 400000
177940 400000
177990 400000
178024 400000
178042 386932
178094 400000
178146 400000
178198 400000
178251 400000
178305 395644
178355 394772
178408 397386
178460 400000
178512 397386
178564 397386
178617 392159
178671 400000
178721 400000
178773 400000
178826 397386
178877 397386
178930 392159
178982 400000
179024 400000
179038 400000
179086 400000
179138 394772
179191 400000
179244 400000
179295 400000
179348 397386
179405 397386
179452 392159
179504 397386
179556 400000
179609 400000
179661 394772
179713 400000
179767 400000
179818 400000
179870 400000
179923 393466
179975 394772
180024 400000
180079 400000
180133 400000
180184 394772
180238 400000
180289 400000
180341 400000
180393 400000
180445 397386
180497 395644
180550 400000
180602 400000
180654 400000
180707 394772
180759 400000
180811 400000
180863 400000
180915 400000
180967 392159
181020 400000
181024 400000
181072 400000
181124 400000
181177 397822
181229 394772
181282 394772
181338 400000
181386 400000
181438 400000
181491 397386
181543 394772
181598 400000
181651 400000
181702 400000
181755 395644
181807 394772
181859 400000
181912 400000
181964 400000
182016 395644
182068 394772
182120 400000
182173 400000
182225 400000
182278 400000
182329 391288
182382 397386
182437 400000
182487 400000
182539 397386
182591 392159
182644 397822
182696 400000
182748 400000
182802 400000
182852 392159
182904 393466
182959 394772
183009 400000
183024 400000
183061 396733
183114 397386
183166 394772
183218 400000
183270 400000
183322 400000
183374 394772
183427 400000
183479 394772
183531 394772
183583 397386
183635 400000
183688 394772
183740 400000
183794 400000
183846 397386
183898 397386
183950 392159
184002 397386
184024 393466
184055 391288
184107 397386
184160 400000
184212 397386
184265 397386
184317 400000
184369 400000
184421 400000
184474 394772
184526 389545
184578 394772
184631 397386
184688 400000
184735 394772
184787 400000
184839 400000
184891 400000
184944 400000
184996 394772
185024 391288
185048 386932
185100 397386
185152 392159
185204 400000
185257 400000
185308 400000
185361 397822
185413 400000
185471 400000
185517 390199
185572 397822
185622 400000
185674 397822
185727 394772
185779 400000
185831 400000
185883 400000
185938 395644
185987 400000
186025 393466
186040 393466
186092 397386
186144 400000
186197 400000
186249 394772
186304 395644
186353 400000
186405 400000
186457 394772
186510 400000
186562 394772
186615 394772
186672 400000
186718 400000
186770 400000
186823 389545
186875 397386
186928 400000
186979 400000
187025 392159
187032 400000
187084 394772
187138 394772
187188 400000
187240 400000
187293 400000
187345 389545
187397 397386
187449 397386
187503 400000
187555 400000
187607 395644
187659 397386
187711 400000
187763 400000
187815 400000
187868 394772
187920 391288
187972 397386
188024 400000
188077 400000
188129 397386
188181 397386
188234 397822
188285 400000
188337 400000
188390 400000
188443 394772
188494 400000
188547 397822
188605 400000
188652 400000
188703 392159
188756 397386
188808 400000
188860 400000
188912 400000
188965 395644
189017 400000
189025 400000
189069 400000
189122 397386
189174 400000
189226 393466
189278 397386
189331 400000
189384 400000
189435 400000
189488 395644
189540 400000
189592 400000
189645 397386
189697 400000
189750 400000
189806 391288
189858 400000
189910 400000
189963 400000
190014 397386
190025 386932
190067 400000
190119 400000
190171 397386
190224 400000
190276 393466
190328 397386
190380 400000
190432 400000
190485 400000
190536 397386
190589 397822
190641 400000
190693 397386
190745 400000
190799 400000
190849 392159
190902 397386
190954 400000
191006 400000
191025 400000
191059 400000
191111 400000
191163 400000
191215 400000
191272 397822
191320 400000
191372 395644
191424 397386
191476 400000
191529 400000
191581 400000
191633 400000
191685 400000
191737 400000
191792 397822
191842 400000
191894 400000
191946 392159
191999 400000
192026 400000
192050 400000
192103 400000
192155 400000
192208 400000
192259 400000
192312 397386
192364 400000
192416 400000
192472 394772
192520 397386
192573 400000
192625 400000
192678 400000
192732 400000
192784 400000
192836 400000
192888 397822
192941 400000
192993 394772
193026 395644
193045 400000
193097 397386
193149 400000
193205 400000
193258 400000
193309 400000
193362 400000
193414 397386
193466 400000
193518 395644
193570 397386
193623 400000
193676 397386
193728 400000
193781 400000
193832 400000
193885 400000
193937 397386
193989 400000
194026 400000
194041 400000
194094 393466
194146 400000
194204 397822
194251 400000
194303 400000
194356 400000
194408 400000
194460 400000
194512 397386
194565 400000
194617 394772
194668 397386
194721 400000
194773 397386
194825 400000
194878 400000
194930 400000
194983 400000
195026 396733
195038 400000
195087 400000
195140 392159
195192 400000
195244 400000
195296 400000
195349 397386
195401 400000
195453 400000
195505 400000
195558 397386
195610 400000
195662 400000
195714 392159
195768 400000
195820 400000
195872 397386
195927 400000
195977 400000
196026 400000
196081 397386
196138 400000
196186 397386
196238 392159
196290 394772
196342 400000
196394 397386
196447 400000
196506 400000
196553 400000
196605 397386
196659 400000
196710 400000
196762 389545
196814 397822
196868 400000
196919 400000
196971 397386
197023 397386
197026 400000
197075 400000
197127 400000
197180 397386
197232 400000
197284 394772
197336 394772
197389 397822
197440 397386
197493 400000
197545 394772
197597 400000
197649 400000
197701 395644
197754 400000
197806 394772
197859 400000
197911 394772
197963 400000
198015 397822
198026 400000
198068 396733
198119 400000
198172 400000
198223 400000
198276 389110
198336 395644
198384 396733
198438 389110
198488 397386
198541 400000
198593 400000
198645 397386
198697 400000
198750 400000
198804 397386
198855 384318
198908 397386
198961 397386
199013 392159
199027 400000
199066 400000
199117 400000
199169 400000
199221 400000
199273 400000
199325 397386
199379 386932
199430 395644
199483 397386
199538 386932
199590 392159
199644 397822
199696 400000
199749 400000
199800 400000
199852 397386
199906 389545
199956 397386
200009 397386
200027 393466
200062 386932
200113 392159
200166 394772
200218 400000
200270 400000
200322 397386
200374 397822
200426 397386
200479 400000
200531 397386
200583 392159
200638 386932
200691 394772
200743 397386
200798 400000
200850 395644
200905 397386
200958 394772
201010 397386
201027 400000
201062 400000
201114 397386
201172 395644
201219 397386
201272 394772
201323 400000
201375 400000
201434 395644
201485 394772
201538 394772
201589 394772
201642 400000
201694 397822
201746 397386
201799 389545
201851 394772
201905 400000
201955 394772
202007 397822
202028 393466
202059 386932
202112 394772
202164 400000
202216 394772
202270 395644
202326 392159
202373 396733
202425 393466
202477 397386
202530 400000
202582 397386
202640 391288
202689 400000
202741 397386
202793 397386
202845 400000
202897 397386
202949 392159
203005 389110
203028 400000
203054 400000
203106 393466
203158 394772
203210 400000
203264 397386
203317 400000
203369 397386
203421 397822
203473 394772
203525 397386
203577 397386
203629 400000
203683 397822
203733 392159
203786 400000
203838 400000
203890 400000
203942 400000
203995 389110
204028 382576
204047 400000
204104 397822
204157 400000
204209 400000
204261 392159
204313 394772
204365 400000
204418 400000
204472 400000
204523 397386
204575 392159
204626 384318
204679 392159
204730 397386
204783 397386
204837 397386
204889 397822
204941 397386
204993 400000
205028 395644
205045 393466
205099 389545
205150 393466
205204 394772
205255 394772
205307 397386
205359 400000
205412 394772
205463 400000
205516 400000
205570 397386
205620 389545
205672 386932
205725 400000
205777 391288
205837 397822
205884 396733
205938 400000
205990 392159
206028 400000
206041 400000
206093 397386
206145 394772
206199 394772
206251 400000
206302 392159
206355 393466
206407 394772
206461 397386
206515 397386
206565 394772
206617 397386
206669 393466
206721 397386
206774 400000
206826 397386
206878 400000
206930 397386
206983 393466
207028 400000
207039 400000
207090 400000
207142 394772
207195 397386
207247 394772
207300 397822
207352 400000
207403 400000
207456 400000
207507 397386
207560 397386
207612 400000
207664 400000
207716 397386
207769 389545
207821 397386
207873 400000
207926 400000
207978 400000
208028 397386
208082 397386
208134 397386
208186 400000
208238 400000
208291 400000
208343 394772
208396 394772
208448 397386
208500 397386
208553 397386
208605 400000
208658 395644
208709 394772
208762 400000
208814 400000
208866 400000
208918 394772
208970 397386
209023 393466
209075 397386
209127 400000
209179 397386
209232 397386
209283 397386
209336 397386
209388 400000
209446 394772
209498 394772
209550 400000
209603 389545
209654 397386
209706 397386
209758 400000
209811 394772
209863 397822
209915 400000
209967 394772
210019 394772
210029 400000
210072 400000
210125 397822
210176 400000
210229 394772
210281 397386
210336 400000
210386 397386
210438 400000
210490 397822
210541 394772
210594 397386
210646 400000
210704 395644
210751 400000
210807 400000
210855 400000
210907 397386
210960 400000
211012 400000
211029 386932
211064 400000
211116 392159
211172 400000
211221 397386
211273 400000
211325 400000
211377 397386
211430 400000
211482 400000
211538 400000
211590 397386
211643 392159
211695 397822
211747 397386
211808 400000
211851 400000
211903 400000
211955 400000
212007 400000
212029 400000
212060 400000
212112 397386
212164 392159
212217 392159
212268 397386
212321 400000
212373 400000
212425 400000
212477 400000
212529 400000
212581 400000
212633 397386
212686 389110
212738 400000
212790 400000
212843 397386
212895 400000
212946 397386
212999 397822
213029 400000
213051 400000
213105 400000
213157 397386
213222 400000
213269 390199
213321 400000
213373 395644
213426 397386
213478 397386
213530 397386
213582 397386
213634 394772
213686 397822
213738 400000
213791 392159
213843 400000
213895 400000
213949 397386
214001 397386
214029 395644
214053 395644
214105 397386
214157 397386
214210 397386
214262 397386
214314 400000
214366 389545
214418 400000
214470 400000
214523 400000
214575 397386
214627 397386
214679 395644
214731 400000
214784 397386
214839 400000
214891 392159
214943 400000
214995 400000
215029 400000
215047 400000
215100 400000
215152 400000
215204 389545
215257 397386
215309 397822
215361 397386
215413 389545
215465 400000
215517 400000
215569 400000
215622 400000
215674 400000
215726 397386
215779 400000
215831 400000
215883 397822
215939 386932
215987 397386
216029 400000
216040 400000
216092 400000
216144 397386
216196 400000
216249 394772
216305 400000
216353 400000
216405 397386
216457 391288
216509 392159
216562 394772
216614 400000
216666 400000
216718 392159
216773 400000
216825 394772
216877 397386
216930 397386
216981 397386
217029 389545
217086 389110
217139 400000
217190 397386
217242 397386
217294 400000
217346 397386
217404 397822
217451 394772
217505 397386
217555 389545
217607 392159
217660 397386
217712 397822
217765 400000
217816 400000
217872 397386
217925 397822
217977 394772
218029 394772
218082 392159
218133 392159
218186 394772
218238 397822
218290 400000
218342 400000
218394 400000
218447 400000
218499 400000
218552 395644
218606 394772
218655 389545
218708 394772
218760 397386
218815 400000
218871 400000
218919 400000
218972 400000
219023 400000
219029 400000
219075 400000
219128 394772
219180 392159
219234 394772
219284 400000
219336 397386
219389 397822
219442 400000
219494 400000
219546 400000
219599 397386
219651 395644
219703 392159
219755 400000
219808 397386
219860 394772
219912 397386
219964 400000
220017 397822
220030 400000
220069 396733
220121 400000
220173 397386
220225 386932
220277 397386
220329 397822
220382 397386
220438 397386
220491 400000
220543 397822
220596 397386
220648 400000
220699 397386
220752 392159
220805 395644
220856 397386
220909 400000
220960 400000
221013 400000
221030 400000
221066 400000
221117 400000
221171 397822
221221 397386
221274 394772
221326 400000
221378 394772
221431 400000
221482 400000
221535 397386
221587 400000
221639 397386
221691 400000
221744 397822
221796 394772
221848 400000
221903 394772
221952 394772
222004 400000
222030 400000
222057 400000
222109 391288
222161 400000
222213 400000
222265 400000
222318 397386
222370 400000
222422 397822
222475 392159
222526 400000
222580 397386
222632 394772
222684 397822
222736 397386
222789 400000
222842 400000
222894 400000
222946 400000
222999 397386
223030 395644
223051 400000
223103 394772
223156 397822
223208 400000
223260 400000
223312 400000
223365 400000
223418 400000
223469 400000
223522 400000
223574 397386
223626 400000
223678 394772
223730 400000
223782 397386
223835 400000
223887 400000
223939 400000
223991 400000
224030 400000
224044 400000
224096 400000
224148 400000
224200 400000
224252 400000
224304 397386
224357 400000
224409 400000
224461 400000
224513 400000
224565 400000
224617 400000
224670 400000
224722 400000
224774 400000
224826 400000
224878 400000
224930 400000
224983 400000
225030 400000
225087 400000
225140 400000
225192 400000
225244 400000
225296 400000
225348 400000
225405 400000
225452 400000
225505 400000
225557 400000
225609 400000
225662 400000
225714 400000
225766 400000
225823 400000
225870 400000
225923 400000
225975 400000
226027 400000
226079 400000
226131 400000
226184 400000
226238 400000
226288 400000
226340 400000
226393 400000
226445 400000
226499 400000
226550 400000
226602 400000
226654 400000
226706 400000
226759 400000
226811 400000
226863 400000
226915 400000
226972 400000
227020 400000
227030 400000
227072 400000
227125 400000
227176 400000
227228 400000
227281 400000
227339 400000
227385 400000
227437 400000
227490 400000
227542 400000
227594 400000
227647 400000
227704 400000
227751 400000
227804 400000
227856 400000
227908 400000
227960 400000
228013 400000
228030 400000
228065 400000
228117 400000
228171 400000
228221 400000
228274 400000
228326 400000
228378 400000
228430 400000
228482 400000
228534 400000
228586 400000
228639 400000
228691 400000
228743 400000
228804 400000
228858 400000
228910 400000
228962 400000
229014 400000
229030 400000
229066 400000
229118 400000
229170 400000
229222 400000
229274 400000
229327 400000
229379 400000
229431 400000
229483 400000
229535 400000
229587 400000
229639 400000
229691 400000
229743 400000
229796 400000
229848 400000
229900 400000
229952 400000
230005 400000
230030 400000
230057 400000
230109 400000
230161 400000
230213 400000
230267 400000
230318 400000
230371 400000
230422 400000
230475 400000
230527 400000
230579 400000
230631 400000
230683 397386
230737 400000
230787 400000
230839 400000
230891 400000
230943 400000
230995 400000
231030 400000
231047 400000
231100 400000
231152 400000
231220 400000
231256 400000
231308 400000
231360 400000
231412 400000
231464 400000
231516 400000
231568 400000
231620 400000
231672 400000
231724 400000
231776 400000
231829 400000
231881 400000
231934 400000
231986 400000
232030 400000
232038 400000
232090 400000
232142 400000
232194 400000
232246 400000
232298 400000
232350 400000
232402 400000
232455 400000
232507 400000
232559 400000
232611 400000
232663 400000
232715 400000
232767 400000
232819 400000
232871 400000
232923 400000
232976 400000
233027 400000
233079 400000
233131 400000
233184 400000
233236 400000
233288 400000
233340 400000
233392 400000
233444 400000
233496 400000
233548 400000
233600 400000
233652 400000
233704 400000
233756 400000
233808 400000
233860 400000
233912 400000
233964 400000
234016 400000
234030 400000
234068 400000
234121 400000
234173 400000
