Kbits
6296 0
7289 0
8282 0
9274 0
10270 0
11265 0
12267 0
13259 0
14264 0
15256 0
16248 0
17241 0
18234 0
19227 0
20218 0
21211 0
22203 0
23197 0
24190 0
25182 0
26177 0
27168 0
28160 0
29159 0
30148 0
31140 0
32136 0
33128 0
34122 0
35112 0
36108 0
37108 0
38102 0
39095 0
40089 0
41090 0
42088 0
43081 0
44071 0
45064 0
46056 0
47055 0
48044 0
49038 0
50038 0
51035 0
52005 0
53005 0
54005 0
55005 0
56005 0
57002 0
57994 0
58987 0
59978 0
60973 0
61966 0
62959 0
63953 0
64945 0
65937 0
66928 0
67924 0
68915 0
69920 0
70910 0
71899 0
72888 0
73878 0
74869 0
75858 0
76857 0
77847 0
78850 0
79843 0
80833 0
81822 0
82813 0
83803 0
84827 0
85817 0
86806 0
87798 0
88791 0
89786 0
90778 0
91775 0
92766 0
93757 0
94749 0
95742 0
96733 0
97726 0
98717 0
99710 0
100701 0
101693 0
102687 0
103684 0
104675 0
105667 0
106660 0
107656 0
108648 0
109640 0
110633 0
111626 0
112619 0
113612 0
114604 0
115596 0
116588 0
117581 0
118573 0
119564 0
120556 0
121551 0
122547 0
123538 0
124530 0
125523 0
126515 0
127508 0
128500 0
129493 0
130490 0
131483 0
132477 0
133470 0
134461 0
135455 0
136451 0
137444 0
138435 0
139429 0
140421 0
141413 0
142406 0
143401 0
144394 0
145386 0
146380 0
147373 0
148365 0
149367 0
150353 0
151342 0
152332 0
153321 0
154313 0
155302 0
156293 0
157283 0
158273 0
159263 0
160254 0
161244 0
162238 0
163237 0
164226 0
165228 0
166218 0
167208 0
168198 0
169191 0
170183 0
171175 0
172166 0
173156 0
174149 0
175146 0
176138 0
177132 0
178123 0
179117 0
180109 0
181102 0
182099 0
183092 0
184085 0
185078 0
186070 0
187061 0
188032 0
189032 0
190032 0
191032 0
192028 0
193023 0
194019 0
195012 0
196005 0
197001 0
197992 0
198988 0
199987 0
200982 0
201985 0
202979 0
203974 0
204970 0
205963 0
206960 0
207955 0
208948 0
209945 0
210937 0
211934 0
212924 0
213925 0
214918 0
215913 0
216905 0
217898 0
218897 0
219890 0
220887 0
221878 0
222871 0
223865 0
224857 0
225848 0
226841 0
227833 0
228825 0
229826 0
230818 0
231807 0
232798 0
233787 0
234776 0
235765 0
236755 0
237745 0
238737 0
239724 0
240714 0
241708 0
242697 0
243687 0
244678 0
245667 0
246660 0
247648 0
248641 0
249633 0
250629 0
251622 0
252615 0
253607 0
254600 0
255590 0
256595 0
257586 0
258578 0
259570 0
260564 0
261556 0
262553 0
263550 0
264542 0
265541 0
266536 0
267528 0
268526 0
269520 0
270512 0
271506 0
272507 0
273500 0
274493 0
275486 0
276478 0
277471 0
278464 0
279455 0
280448 0
281442 0
282433 0
283426 0
284417 0
285411 0
286404 0
287399 0
288390 0
289384 0
290375 0
291368 0
292366 0
293359 0
294349 0
295340 0
296332 0
297328 0
298319 0
299313 0
300305 0
301296 0
302296 0
303291 0
304282 0
305276 0
306269 0
307263 0
308257 0
309248 0
310236 0
311226 0
312215 0
313206 0
314194 0
315185 0
316175 0
317164 0
318154 0
319143 0
320133 0
321123 0
322113 0
323105 0
324094 0
325192 0
326180 0
327178 0
328169 0
329161 0
330153 0
331146 0
332138 0
333134 0
334129 0
335121 0
336114 0
337109 0
338099 0
339092 0
340084 0
341077 0
342047 0
343047 0
344048 0
345048 0
346048 0
347047 0
348043 0
349034 0
350030 0
351023 0
352015 0
353010 0
354001 0
354995 0
355986 0
356978 0
357970 0
358962 0
359954 0
360955 0
361943 0
362936 0
363927 0
364924 0
365920 0
366912 0
367915 0
368911 0
369903 0
370895 0
371890 0
372881 0
373874 0
374865 0
375856 0
376847 0
377838 0
378830 0
379823 0
380815 0
381807 0
382799 0
383791 0
384783 0
385787 0
386765 0
387754 0
388743 0
389735 0
390725 0
391714 0
392704 0
393694 0
394684 0
395673 0
396663 0
397654 0
398644 0
399636 0
400626 0
401620 0
